,Provider Number,Hospital Name,Address 1,lat,lng,City,State,ZIP Code,County,Phone Number,Hospital Type,Hospital Ownership,Emergency Services
4194,450674,"WOMANS HOSPITAL OF TEXAS,THE",7600 FANNIN,29.69328,-95.4015,HOUSTON,TX,77054,HARRIS,7137901234,Acute Care Hospitals,Proprietary,Yes
4195,450675,MEDICAL CENTER OF ARLINGTON,3301 MATLOCK ROAD,32.69247,-97.11336,ARLINGTON,TX,76015,TARRANT,8174653241,Acute Care Hospitals,Proprietary,Yes
4196,450677,HUGULEY HEALTH SYSTEM,11801 SOUTH FREEWAY,32.58648,-97.31909,FORT WORTH,TX,76115,TARRANT,8172939110,Acute Care Hospitals,Voluntary non-profit - Church,Yes
4197,450678,DOCTORS HOSPITAL,9440 POPPY DR,32.83524,-96.70528,DALLAS,TX,75218,DALLAS,2143246100,Acute Care Hospitals,Proprietary,Yes
4198,450683,RENAISSANCE HOSPITAL TERRELL,1551 HWY 34 S,32.71034,-96.27885,TERRELL,TX,75160,KAUFMAN,9725637611,Acute Care Hospitals,Proprietary,Yes
4199,450684,MEMORIAL HERMANN NORTHEAST,18951 MEMORIAL NORTH,29.9953,-95.27552,HUMBLE,TX,77338,HARRIS,2815407700,Acute Care Hospitals,Government - Hospital District or Authority,Yes
4200,450686,UNIVERSITY MEDICAL CENTER,602 INDIANA AVENUE,33.5922,-101.88793,LUBBOCK,TX,79415,LUBBOCK,8067758200,Acute Care Hospitals,Government - Hospital District or Authority,Yes
4201,450688,DALLAS REGIONAL MEDICAL CENTER,1011 NORTH GALLOWAY AVENUE,32.77792,-96.59996,MESQUITE,TX,75149,DALLAS,2143207000,Acute Care Hospitals,Proprietary,Yes
4202,450690,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,11937 US HIGHWAY 271,32.4239,-95.20877,TYLER,TX,75708,SMITH,9038777777,Acute Care Hospitals,Government - State,Yes
4203,450694,EL CAMPO MEMORIAL HOSPITAL,303 SANDY CORNER RD,29.21813,-96.29096,EL CAMPO,TX,77437,WHARTON,9795785251,Acute Care Hospitals,Government - Hospital District or Authority,Yes
4204,450697,SOUTHWEST GENERAL HOSPITAL,7400 BARLITE BLVD,29.35259,-98.54591,SAN ANTONIO,TX,78224,BEXAR,2109212000,Acute Care Hospitals,Proprietary,Yes
4205,450698,LAMB HEALTHCARE CENTER,1500 S SUNSET,33.91189,-102.34546,LITTLEFIELD,TX,79339,LAMB,8063856411,Acute Care Hospitals,Government - Local,Yes
4206,450702,LONGVIEW REGIONAL MEDICAL CENTER,2901 N FOURTH ST,32.53355,-94.73018,LONGVIEW,TX,75605,GREGG,9037581818,Acute Care Hospitals,Proprietary,Yes
4207,450709,CHRISTUS ST JOHN HOSPITAL,18300 ST JOHN DRIVE,29.54887,-95.0848,NASSAU BAY,TX,77058,HARRIS,2813335503,Acute Care Hospitals,Voluntary non-profit - Private,Yes
4208,450711,RIO GRANDE REGIONAL HOSPITAL,101 E RIDGE RD,26.18611,-98.22138,MCALLEN,TX,78503,HIDALGO,9566326000,Acute Care Hospitals,Proprietary,Yes
4209,450713,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,901 WEST BEN WHITE BLVD,30.22669,-97.77385,AUSTIN,TX,78704,TRAVIS,5124487107,Acute Care Hospitals,Proprietary,Yes
4210,450716,CYPRESS FAIRBANKS MEDICAL CENTER,10655 STEEPLETOP DRIVE,29.92671,-95.58855,HOUSTON,TX,77065,HARRIS,2818973100,Acute Care Hospitals,Proprietary,Yes
4211,450718,ROUND ROCK MEDICAL CENTER,2400 ROUND ROCK AVE,30.51068,-97.71311,ROUND ROCK,TX,78681,WILLIAMSON,5123411000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
4212,450723,METHODIST CHARLTON MEDICAL CENTER,3500 W WHEATLAND ROAD,32.64748,-96.87596,DALLAS,TX,75237,DALLAS,2149477777,Acute Care Hospitals,Voluntary non-profit - Private,Yes
4213,450730,BAYLOR MEDICAL CENTER AT CARROLLTON,4343 NORTH JOSEY LANE,33.02799,-96.88456,CARROLLTON,TX,75010,DENTON,9724921010,Acute Care Hospitals,Proprietary,Yes
4214,450742,LAKE POINTE MEDICAL CENTER,6800 SCENIC DR,32.91743,-96.50888,ROWLETT,TX,75088,DALLAS,9724122273,Acute Care Hospitals,Proprietary,Yes
4215,450743,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,3000 N I-35,33.2175,-97.16935,DENTON,TX,76201,DENTON,9408987000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
4216,450746,KNOX COUNTY HOSPITAL,701 SE 5TH STREET,33.41373,-99.81172,KNOX CITY,TX,79529,KNOX,9406573535,Acute Care Hospitals,Government - Hospital District or Authority,Yes
4217,450747,PALESTINE REGIONAL MEDICAL CENTER,2900 S LOOP 256,31.73294,-95.62725,PALESTINE,TX,75801,ANDERSON,9037311000,Acute Care Hospitals,Proprietary,Yes
4218,450749,EAST TEXAS MEDICAL CENTER TRINITY,317 PROSPECT DR/PO BOX 3169,30.9564,-95.38099,TRINITY,TX,75862,TRINITY,9365943541,Acute Care Hospitals,Voluntary non-profit - Private,Yes
4219,45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,29.70579,-95.38835,HOUSTON                       ,TX,77030,HARRIS,7137947100,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,Yes
4220,450754,HAMILTON GENERAL HOSPITAL,400 N BROWN,31.70422,-98.11329,HAMILTON,TX,76531,HAMILTON,2543863151,Acute Care Hospitals,Government - Hospital District or Authority,Yes
4221,450755,COVENANT HOSPITAL LEVELLAND,1900 COLLEGE AVE,33.57327,-102.36884,LEVELLAND,TX,79336,HOCKLEY,8068944963,Acute Care Hospitals,Voluntary non-profit - Church,Yes
4222,450766,UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY,5151 HARRY HINES BLVD,32.81092,-96.8362,DALLAS,TX,75390,DALLAS,2148793758,Acute Care Hospitals,Government - State,No
4223,450770,CENTRAL TEXAS HOSPITAL,806 N CROCKETT,30.85761,-96.97738,CAMERON,TX,76520,MILAM,2546976591,Acute Care Hospitals,Proprietary,Yes
4224,450771,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,6200 W PARKER RD,33.04432,-96.83667,PLANO,TX,75093,COLLIN,9729818000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
4225,450774,TOPS SURGICAL SPECIALTY HOSPITAL,17080 RED OAK DRIVE,30.01862,-95.44366,HOUSTON,TX,77090,HARRIS,2815392900,Acute Care Hospitals,Proprietary,No
4226,450775,KINGWOOD MEDICAL CENTER,22999 US HWY 59,30.04959,-95.25413,KINGWOOD,TX,77325,HARRIS,2813597500,Acute Care Hospitals,Proprietary,Yes
4227,450779,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,6100 HARRIS PKWY,32.65862,-97.42078,FORT WORTH,TX,76132,TARRANT,8174335000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
4228,450780,METHODIST AMBULATORY SURGERY HOSPITAL NW,9150 HUEBNER RD SUITE 100,29.52743,-98.59545,SAN ANTONIO,TX,78240,BEXAR,2106918000,Acute Care Hospitals,Proprietary,Yes
4229,450788,"CORPUS CHRISTI MEDICAL CENTER,THE",7101 S PADRE ISLAND DR,27.69395,-97.34445,CORPUS CHRISTI,TX,78412,NUECES,3617611501,Acute Care Hospitals,Proprietary,Yes
4230,450795,ST ANTHONY'S HOSPITAL,2807 LITTLE YORK RD,29.87106,-95.34195,HOUSTON,TX,77093,HARRIS,7136972961,Acute Care Hospitals,Proprietary,Yes
4231,450796,NORTHWEST TEXAS SURGERY CENTER,3501 SONCY RD SUITE 118,35.17405,-101.93817,AMARILLO,TX,79109,RANDALL,8063597999,Acute Care Hospitals,Proprietary,Yes
4232,450797,HOUSTON HOSPITAL FOR SPECIALIZED SURGERY,5445 LABRANCH STREET,29.72427,-95.38429,HOUSTON,TX,77004,HARRIS,7135286800,Acute Care Hospitals,Proprietary,No
4233,450801,CHRISTUS ST MICHAEL HEALTH SYSTEM,2600 ST MICHAEL DR,33.46371,-94.07586,TEXARKANA,TX,75504,BOWIE,9036141000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
4234,450803,DOCTORS HOSPITAL TIDWELL,510 W TIDWELL,29.84754,-95.40822,HOUSTON,TX,77091,HARRIS,7136911111,Acute Care Hospitals,Voluntary non-profit - Private,Yes
4235,450804,TEXAS ORTHOPEDIC HOSPITAL,7401 SOUTH MAIN STREET,29.70036,-95.40931,HOUSTON,TX,77030,HARRIS,7137998600,Acute Care Hospitals,Proprietary,Yes
4236,450808,NORTHWEST HILLS SURGICAL HOSPITAL,6818 AUSTIN CTR BLVD SUITE 100,30.35068,-97.75149,AUSTIN,TX,78731,TRAVIS,5123461994,Acute Care Hospitals,Proprietary,Yes
4237,450809,NORTH AUSTIN MEDICAL CENTER,12221 MOPAC EXPRESSWAY NORTH,30.41175,-97.7067,AUSTIN,TX,78758,TRAVIS,5129011000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
4238,450813,COMMUNITY GENERAL HOSPITAL,230 WEST MILLER,28.67036,-99.17479,DILLEY,TX,78017,FRIO,8309652003,Acute Care Hospitals,Proprietary,Yes
4239,450820,METHODIST SUGAR LAND HOSPITAL,16655 SOUTHWEST FREEWAY,29.59145,-95.63041,SUGAR LAND,TX,77479,FORT BEND,2812748000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
4240,450822,LAS COLINAS MEDICAL CENTER,6800 N MACARTHUR BLVD,32.90232,-96.95713,IRVING,TX,75039,DALLAS,9729692000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
4241,450825,CORNERSTONE REGIONAL HOSPITAL,2302 CORNERSTONE BOULEVARD,26.26275,-98.19874,EDINBURG,TX,78539,HIDALGO,9566184444,Acute Care Hospitals,Proprietary,Yes
4242,450827,KELL WEST REGIONAL HOSPITAL,5402 KELL WEST BOULEVARD,33.87235,-98.57886,WICHITA FALLS,TX,76310,WICHITA,9406925888,Acute Care Hospitals,Proprietary,Yes
4243,450828,CHRISTUS SPOHN HOSPITAL ALICE,2500 E MAIN STREET,27.76552,-98.04369,ALICE,TX,78332,JIM WELLS,3616618016,Acute Care Hospitals,Proprietary,Yes
4244,450831,SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,4301 B VISTA,29.65955,-95.17817,PASADENA,TX,77504,HARRIS,7133783000,Acute Care Hospitals,Proprietary,Yes
4245,450832,CHRISTUS ST CATHERINE HOSPITAL,701 SOUTH FRY ROAD,29.77744,-95.71612,KATY,TX,77450,HARRIS,2815995700,Acute Care Hospitals,Voluntary non-profit - Church,Yes
4246,450833,ENNIS REGIONAL MEDICAL CENTER,2201 WEST LAMPASAS STREET,32.3073,-96.64158,ENNIS,TX,75119,ELLIS,9728750900,Acute Care Hospitals,Proprietary,Yes
4247,450834,"PHYSICIANS CENTRE,THE",3131 UNIVERSITY DRIVE EAST,30.64958,-96.29656,BRYAN,TX,77802,BRAZOS,9797313100,Acute Care Hospitals,Proprietary,Yes
4248,450839,SHELBY REGIONAL MEDICAL CENTER,602 HURST STREET,31.79548,-94.18985,CENTER                        ,TX,75935,SHELBY,9365982781,Acute Care Hospitals,Proprietary,Yes
4249,450840,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,1105 CENTRAL EXPRESSWAY NORTH,33.11576,-96.67389,ALLEN,TX,75013,COLLIN,9727476197,Acute Care Hospitals,Government - Federal,Yes
4250,450841,BROWNSVILLE SURGICAL HOSPITAL,4750 NORTH EXPRESSWAY,25.9736,-97.51407,BROWNSVILLE,TX,78526,CAMERON,9565542000,Acute Care Hospitals,Proprietary,Yes
4251,450844,METHODIST WILLOWBROOK HOSPITAL,18220 TOMBALL PARKWAY,29.96712,-95.55103,HOUSTON,TX,77070,HARRIS,2814771000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
4252,450845,EL PASO SPECIALTY HOSPITAL,1755 CURIE SUITE A,31.77984,-106.4775,EL PASO,TX,79902,EL PASO,9155443636,Acute Care Hospitals,Proprietary,Yes
4253,450847,MEMORIAL HERMANN KATY HOSPITAL,23900 KATY FREEWAY,29.78689,-95.78613,KATY,TX,77494,HARRIS,2813921111,Acute Care Hospitals,Voluntary non-profit - Private,Yes
4254,450848,MEMORIAL HERMANN SUGAR LAND HOSPITAL,17500 W GRAND PARKWAY SOUTH,29.56509,-95.69012,SUGAR LAND,TX,77479,FORT BEND,2814994800,Acute Care Hospitals,Voluntary non-profit - Private,Yes
4255,450851,BAYLOR HEART AND VASCULAR HOSPITAL,621 NORTH HALL STREET,32.78846,-96.78084,DALLAS,TX,75226,DALLAS,2148200670,Acute Care Hospitals,Proprietary,No
4256,450853,BAYLOR MEDICAL CENTER AT FRISCO,5601 WARREN PARKWAY,33.105,-96.83821,FRISCO,TX,75034,COLLIN,2146182000,Acute Care Hospitals,Proprietary,Yes
4257,450855,HARLINGEN MEDICAL CENTER,5501 SOUTH EXPRESSWAY 77,26.15655,-97.67593,HARLINGEN,TX,78550,CAMERON,9563651000,Acute Care Hospitals,Proprietary,Yes
4258,450856,SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,18600 NORTH HARDY OAK BLVD,29.61341,-98.47771,SAN ANTONIO,TX,78258,BEXAR,2104040800,Acute Care Hospitals,Voluntary non-profit - Private,Yes
4259,450860,SUGAR LAND SURGICAL HOSPITAL LLP,"1211 HIGHWAY 6, SUITE 70",29.60468,-95.63658,SUGAR LAND,TX,77478,FORT BEND,2812431000,Acute Care Hospitals,Proprietary,No
4260,450862,ST LUKE'S THE WOODLANDS HOSPITAL,17200 ST LUKE'S WAY,30.20527,-95.45853,THE WOODLANDS,TX,77384,MONTGOMERY,9362664050,Acute Care Hospitals,Voluntary non-profit - Church,Yes
4261,450864,TEXAS SPINE AND JOINT HOSPITAL,1814 ROSELAND BOULEVARD,32.32936,-95.29946,TYLER,TX,75701,SMITH,9035253300,Acute Care Hospitals,Proprietary,Yes
4262,450865,SETON SOUTHWEST HOSPITAL,7900 FM 1826,30.22576,-97.8903,AUSTIN,TX,78737,TRAVIS,5123249000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
4263,450867,SETON  NORTHWEST HOSPITAL,11113 RESEARCH BOULEVARD,30.40562,-97.74327,AUSTIN,TX,78759,TRAVIS,5123246000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
4264,450869,DOCTORS HOSPITAL AT RENAISSANCE,5501 SOUTH MCCOLL,26.2526,-98.20449,EDINBURG,TX,78539,HIDALGO,9566667100,Acute Care Hospitals,Proprietary,Yes
4265,45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,31.079,-97.34888,TEMPLE                        ,TX,76504,BELL,2547784811,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,Yes
4266,450871,AUSTIN SURGICAL HOSPITAL,3003 BEE CAVES ROAD,30.27162,-97.79586,AUSTIN,TX,78746,TRAVIS,5123479888,Acute Care Hospitals,Proprietary,Yes
4267,450872,USMD HOSPITAL AT ARLINGTON L P,801 W INTERSTATE 20,32.67951,-97.11776,ARLINGTON,TX,76017,TARRANT,8174723400,Acute Care Hospitals,Proprietary,Yes
4268,450874,IRVING COPPELL SURGICAL HOSPITAL LLP,400 WEST INTERSTATE 635 SUITE 101,32.91232,-96.95126,IRVING,TX,75063,DALLAS,9728684000,Acute Care Hospitals,Proprietary,Yes
4269,450875,QUAIL CREEK SURGICAL HOSPITAL,6819 PLUM CREEK,35.21071,-101.91335,AMARILLO,TX,79124,POTTER,8063546100,Acute Care Hospitals,Proprietary,Yes
4270,450876,LUBBOCK HEART HOSPITAL LP,4810 NORTH LOOP 289,33.60303,-101.91347,LUBBOCK,TX,79416,LUBBOCK,8066877777,Acute Care Hospitals,Government - Local,Yes
4271,450877,"EAST EL PASO PHYSICIANS MEDICAL CENTER, LLC",1416 GEORGE DIETER,31.73493,-106.301,EL PASO,TX,79936,EL PASO,9155984240,Acute Care Hospitals,Proprietary,Yes
4272,450878,TEXSAN HEART HOSPITAL,6700 IH 10 WEST,29.48946,-98.54728,SAN ANTONIO,TX,78201,BEXAR,2107368013,Acute Care Hospitals,Proprietary,Yes
4273,450880,BAYLOR SURGICAL HOSPITAL AT FORT WORTH,750 12TH AVENUE,32.73662,-97.34889,FORT WORTH,TX,76104,TARRANT,8173345050,Acute Care Hospitals,Voluntary non-profit - Private,Yes
4274,450883,BAYLOR MEDICAL CENTER AT TROPHY CLUB,2850 SOUTH HIGHWAY 114E,32.99527,-97.20147,TROPHY CLUB,TX,76262,DENTON,8178374600,Acute Care Hospitals,Proprietary,Yes
4275,450884,EAST TEXAS MEDICAL CENTER - GILMER,712 NORTH WOOD,32.7372,-94.94251,GILMER,TX,75644,UPSHUR,9038417100,Acute Care Hospitals,Voluntary non-profit - Private,Yes
4276,450885,CENTENNIAL MEDICAL CENTER,12505 LEBANON ROAD,33.1147,-96.77088,FRISCO,TX,75035,COLLIN,9729633333,Acute Care Hospitals,Proprietary,Yes
4277,450886,SOUTHWEST SURGICAL HOSPITAL,1612 HURST TOWN CENTER DRIVE,32.84267,-97.18828,HURST,TX,76054,TARRANT,8173454100,Acute Care Hospitals,Proprietary,Yes
4278,450888,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,1545 E SOUTHLAKE BLVD,32.9398,-97.12777,SOUTHLAKE,TX,76092,TARRANT,8177488700,Acute Care Hospitals,Government - State,Yes
4279,450889,TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,7115 GREENVILLE AVENUE SUITE 100,32.87668,-96.76158,DALLAS,TX,75231,DALLAS,2146475300,Acute Care Hospitals,Proprietary,Yes
4280,450890,BAYLOR REGIONAL MEDICAL CENTER AT PLANO,4700 ALLIANCE BOULEVARD,33.01435,-96.7908,PLANO,TX,75093,COLLIN,4698142000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
4281,450891,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN,6020 W PARKER ROAD,33.04454,-96.83215,PLANO,TX,75093,COLLIN,9724032700,Acute Care Hospitals,Proprietary,Yes
4282,450893,NORTH TEXAS HOSPITAL,2801 SOUTH MAYHILL ROAD,33.17646,-97.08749,DENTON,TX,76208,DENTON,9402200600,Acute Care Hospitals,Voluntary non-profit - Other,Yes
4283,450894,PINE CREEK MEDICAL CENTER LLP,9032 HARRY HINES BLVD,32.84075,-96.86889,DALLAS,TX,75235,DALLAS,2142312273,Acute Care Hospitals,Government - Federal,Yes
4284,45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,29.50582,-98.5806,SAN ANTONIO                   ,TX,78229,BEXAR,2106175300,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,Yes
4285,451301,REAGAN MEMORIAL HOSPITAL,805 NORTH MAIN,31.19791,-101.46167,BIG LAKE,TX,76932,REAGAN,3258442561,Critical Access Hospitals,Government - Hospital District or Authority,Yes
4286,451302,GOOD SHEPHARD MEDICAL CENTER-LINDEN,404 NORTH KAUFMAN STREET,33.01417,-94.36457,LINDEN,TX,75563,CASS,9037565561,Critical Access Hospitals,Voluntary non-profit - Private,Yes
4287,451303,LIMESTONE MEDICAL CENTER,701 MCCLINTIC DRIVE,31.53158,-96.52982,GROESBECK,TX,76642,LIMESTONE,2547293281,Critical Access Hospitals,Government - Hospital District or Authority,Yes
4288,451305,BURLESON ST JOSEPH HEALTH CENTER,1101 WOODSON DRIVE,30.51972,-96.71661,CALDWELL,TX,77836,BURLESON,9795673245,Critical Access Hospitals,Voluntary non-profit - Church,Yes
4289,451308,YOAKUM COUNTY HOSPITAL,412 MUSTANG AVENUE,32.9689,-102.8364,DENVER CITY,TX,79323,YOAKUM,8065922121,Critical Access Hospitals,Voluntary non-profit - Other,Yes
4290,451309,MCCAMEY HOSPITAL,2500 HWY 305 SOUTH,31.11311,-102.21137,MCCAMEY,TX,79752,UPTON,4326528626,Critical Access Hospitals,Government - Hospital District or Authority,Yes
4291,451310,BALLINGER MEMORIAL HOSPITAL,608 AVENUE B,31.75013,-99.96205,BALLINGER,TX,76821,RUNNELS,3253652531,Critical Access Hospitals,Government - Hospital District or Authority,Yes
4292,451311,SWEENY COMMUNITY HOSPITAL,305 NORTH MCKINNEY,29.04849,-95.69139,SWEENY                        ,TX,77480,BRAZORIA,9795483311,Critical Access Hospitals,Government - Hospital District or Authority,Yes
4293,451313,FISHER COUNTY HOSPITAL DISTRICT,774 STATE HIGHWAY 70 N,32.83373,-100.43568,ROTAN,TX,79546,FISHER,3257352256,Critical Access Hospitals,Government - Hospital District or Authority,Yes
4294,451315,NORTH RUNNELS HOSPITAL,7821 EAST HIGHWAY 153,31.94922,-99.95958,WINTERS,TX,79567,RUNNELS,3257544553,Critical Access Hospitals,Government - Hospital District or Authority,Yes
4295,451316,MADISON ST JOSEPH HEALTH CENTER,100 WEST CROSS STREET,30.94257,-95.91094,MADISONVILLE,TX,77864,MADISON,9363482631,Critical Access Hospitals,Proprietary,Yes
4296,451319,MOTHER FRANCES HOSPITAL JACKSONVILLE,2026 S JACKSON STREET,31.93901,-95.24798,JACKSONVILLE,TX,75766,CHEROKEE,9035414500,Critical Access Hospitals,Voluntary non-profit - Church,Yes
4297,451320,BAYSIDE COMMUNITY HOSPITAL,200 HOSPITAL DRIVE,29.75269,-94.68715,ANAHUAC,TX,77514,CHAMBERS,4092673143,Critical Access Hospitals,Government - Local,Yes
4298,451321,HUNT REGIONAL COMMUNITY HOSPITAL,2900 STERLING HART DRIVE,33.23058,-95.89589,COMMERCE,TX,75428,HUNT,9034081881,Critical Access Hospitals,Government - Hospital District or Authority,Yes
4299,451322,GRIMES ST JOSEPH HEALTH CENTER,210 JUDSON ST,30.39538,-96.0793,NAVASOTA,TX,77868,GRIMES,9368256585,Critical Access Hospitals,Voluntary non-profit - Church,Yes
4300,451323,ROLLINS BROOK COMMUNITY HOSPITAL,608 NORTH KEY AVENUE,31.07242,-98.18589,LAMPASAS,TX,76550,LAMPASAS,5125563682,Critical Access Hospitals,Voluntary non-profit - Private,Yes
4301,451330,MEDINA REGIONAL HOSPITAL,3100 AVENUE E,29.33523,-99.13357,HONDO,TX,78861,MEDINA,8304267700,Critical Access Hospitals,Voluntary non-profit - Other,Yes
4302,451331,COON MEMORIAL HOSPITAL,1411 DENVER AVENUE,36.0517,-102.52188,DALHART,TX,79022,DALLAM,8062444571,Critical Access Hospitals,Government - Hospital District or Authority,Yes
4303,451334,PARKVIEW HOSPITAL,901 S. SWEETWATER,35.43939,-100.27078,WHEELER,TX,79096,WHEELER,8068265581,Critical Access Hospitals,Government - Hospital District or Authority,Yes
4304,451337,W J MANGOLD MEMORIAL HOSPITAL,320 NORTH MAIN,34.12717,-101.44171,LOCKNEY,TX,79241,FLOYD,8066523373,Critical Access Hospitals,Government - Hospital District or Authority,Yes
4305,451341,HASKELL MEMORIAL HOSPITAL,1 NORTH AVENUE N  PO BOX 1117,33.15727,-99.74414,HASKELL,TX,79521,HASKELL,9408642621,Critical Access Hospitals,Government - Hospital District or Authority,Yes
4306,451342,MITCHELL COUNTY HOSPITAL DISTRICT,997 WEST I-20,32.40808,-100.87831,COLORADO CITY,TX,79512,MITCHELL,3257283431,Critical Access Hospitals,Government - Hospital District or Authority,Yes
4307,451343,ELECTRA MEMORIAL HOSPITAL,1207 S BAILEY STREET,34.01911,-98.92396,ELECTRA,TX,76360,WICHITA,9404953981,Critical Access Hospitals,Government - Hospital District or Authority,Yes
4308,451344,HANSFORD COUNTY HOSPITAL,707 ROLAND ST,36.19031,-101.19989,SPEARMAN,TX,79081,HANSFORD,8066592535,Critical Access Hospitals,Government - Hospital District or Authority,Yes
4309,451346,YOAKUM COMMUNITY HOSPITAL,1200 CARL RAMERT DRIVE,29.30671,-97.13039,YOAKUM,TX,77995,DE WITT,3612932321,Critical Access Hospitals,Government - Hospital District or Authority,Yes
4310,451347,COLEMAN COUNTY MEDICAL CENTER,310 SOUTH PECOS STREET,31.82881,-99.42522,COLEMAN,TX,76834,COLEMAN,3256252135,Critical Access Hospitals,Government - Hospital District or Authority,Yes
4311,451349,SWISHER MEMORIAL HOSPITAL,539 SOUTHEAST 2ND,34.53577,-101.75587,TULIA,TX,79088,SWISHER,8069953581,Critical Access Hospitals,Government - Hospital District or Authority,Yes
4312,451350,PLAINS MEMORIAL HOSPITAL,310 WEST HALSELL STREET,34.55588,-102.31617,DIMMITT,TX,79027,CASTRO,8066472191,Critical Access Hospitals,Government - Hospital District or Authority,Yes
4313,451355,COLLINGSWORTH GENERAL HOSPITAL,1013 15TH ST,34.84895,-100.21168,WELLINGTON                    ,TX,79095,COLLINGSWORTH,8064472521,Critical Access Hospitals,Proprietary,Yes
4314,451356,MEMORIAL MEDICAL CENTER,815 N VIRGINIA STREET,28.62077,-96.63168,PORT LAVACA,TX,77979,CALHOUN,3615526713,Critical Access Hospitals,Government - Local,Yes
4315,451364,OTTO KAISER MEMORIAL HOSPITAL,3349 S HIGHWAY 181,28.84866,-97.87845,KENEDY,TX,78119,KARNES,8305833401,Critical Access Hospitals,Government - Hospital District or Authority,Yes
4316,451365,SETON HIGHLAND LAKES,HIGHWAY 281 SOUTH,30.66609,-98.25572,BURNET,TX,78611,BURNET,5127153000,Critical Access Hospitals,Voluntary non-profit - Church,Yes
4317,451367,EAST TEXAS MEDICAL CENTER PITTSBURG,2701 US HWY 271 N,33.03259,-94.96153,PITTSBURG,TX,75686,CAMP,9038564520,Critical Access Hospitals,Voluntary non-profit - Private,Yes
4318,451369,GOLDEN PLAINS COMMUNITY HOSPITAL,100 MEDICAL DRIVE,35.65615,-101.40992,BORGER,TX,79007,HUTCHINSON,8062731100,Critical Access Hospitals,Government - Federal,Yes
4319,451370,RED RIVER REGIONAL HOSPITAL,504 LIPSCOMB STREET,33.5784,-96.16696,BONHAM,TX,75418,FANNIN,9036407311,Critical Access Hospitals,Proprietary,Yes
4320,451371,SETON EDGAR B DAVIS HOSPITAL,130 HAYS STREET,29.67289,-97.65469,LULING,TX,78648,CALDWELL,8308757000,Critical Access Hospitals,Voluntary non-profit - Church,Yes
4321,451372,MULESHOE AREA MEDICAL CENTER,708 S 1ST ST,34.22106,-102.72842,MULESHOE,TX,79347,BAILEY,8062724524,Critical Access Hospitals,Government - Hospital District or Authority,Yes
4322,451373,WARD MEMORIAL HOSPITAL,406 SOUTH GARY ST,31.5937,-102.88356,MONAHANS,TX,79756,WARD,4329432511,Critical Access Hospitals,Government - Local,No
4323,451374,SCOTT & WHITE HOSPITAL-TAYLOR,305 MALLARD,30.5911,-97.41552,TAYLOR,TX,76574,WILLIAMSON,5123527611,Critical Access Hospitals,Voluntary non-profit - Private,Yes
4324,451376,LAVACA MEDICAL CENTER,1400 NORTH TEXANA STREET,29.45743,-96.93852,HALLETTSVILLE,TX,77964,LAVACA,3617983671,Critical Access Hospitals,Government - Hospital District or Authority,Yes
4325,451377,REEVES COUNTY HOSPITAL DISTRICT,2323 TEXAS STREET,31.40082,-103.51365,PECOS,TX,79772,REEVES,4324473551,Critical Access Hospitals,Government - Hospital District or Authority,Yes
4326,451378,BIG BEND REGIONAL MEDICAL CENTER,2600 HIGHWAY 118 NORTH,30.38408,-103.67096,ALPINE,TX,79830,BREWSTER,4328373447,Critical Access Hospitals,Voluntary non-profit - Private,Yes
4327,451379,CORYELL MEMORIAL HEALTHCARE SYSTEM,1507 W MAIN STREET,31.43332,-97.77765,GATESVILLE,TX,76528,CORYELL,2548658251,Critical Access Hospitals,Government - Hospital District or Authority,Yes
